日期,市場,產品,上價,中價,下價,平均價(元/公斤),交易量(公斤)
110/09/02,400 台中市,FL6 豌豆 甜豌豆 ,27.5,2.6,1.2,9.3,520
110/09/03,400 台中市,FL6 豌豆 甜豌豆 ,86.0,86.0,86.0,86.0,280
110/09/04,400 台中市,FL6 豌豆 甜豌豆 ,113.0,113.0,113.0,113.0,416
110/09/05,400 台中市,FL6 豌豆 甜豌豆 ,65.5,3.7,1.8,54.0,820
110/09/12,400 台中市,FL6 豌豆 甜豌豆 ,124.0,82.3,26.0,81.5,624
110/09/14,400 台中市,FL6 豌豆 甜豌豆 ,74.0,74.0,74.0,74.0,328
110/09/15,400 台中市,FL6 豌豆 甜豌豆 ,65.0,65.0,62.5,62.6,400
110/09/17,400 台中市,FL6 豌豆 甜豌豆 ,85.0,62.5,40.0,53.3,432
110/09/18,400 台中市,FL6 豌豆 甜豌豆 ,79.8,73.2,65.0,73.1,304
110/09/19,400 台中市,FL6 豌豆 甜豌豆 ,25.0,25.0,18.0,23.0,400
110/09/24,400 台中市,FL6 豌豆 甜豌豆 ,70.0,70.0,70.0,70.0,120
110/09/26,400 台中市,FL6 豌豆 甜豌豆 ,45.0,45.0,45.0,45.0,184
110/09/28,400 台中市,FL6 豌豆 甜豌豆 ,68.0,68.0,20.0,66.0,192
110/09/29,400 台中市,FL6 豌豆 甜豌豆 ,56.0,56.0,56.0,56.0,384
110/09/30,400 台中市,FL6 豌豆 甜豌豆 ,59.0,48.0,37.0,53.0,22
110/10/05,400 台中市,FL6 豌豆 甜豌豆 ,35.0,35.0,32.5,34.6,224
110/10/08,400 台中市,FL6 豌豆 甜豌豆 ,106.0,75.5,45.0,55.8,136
110/10/09,400 台中市,FL6 豌豆 甜豌豆 ,73.0,73.0,73.0,73.0,144
110/10/10,400 台中市,FL6 豌豆 甜豌豆 ,60.0,50.0,46.5,48.2,264
110/10/12,400 台中市,FL6 豌豆 甜豌豆 ,35.0,35.0,27.0,32.0,416
110/10/13,400 台中市,FL6 豌豆 甜豌豆 ,44.0,40.0,37.5,42.5,572
110/10/15,400 台中市,FL6 豌豆 甜豌豆 ,67.0,35.0,3.0,61.7,48
110/10/17,400 台中市,FL6 豌豆 甜豌豆 ,137.0,45.0,30.0,82.6,43
110/10/23,400 台中市,FL6 豌豆 甜豌豆 ,143.0,143.0,143.0,143.0,36
110/10/24,400 台中市,FL6 豌豆 甜豌豆 ,132.0,132.0,132.0,132.0,6
110/10/26,400 台中市,FL6 豌豆 甜豌豆 ,148.0,148.0,148.0,148.0,10
110/10/27,400 台中市,FL6 豌豆 甜豌豆 ,80.0,80.0,80.0,80.0,15
110/10/28,400 台中市,FL6 豌豆 甜豌豆 ,148.0,148.0,148.0,148.0,48
110/10/29,400 台中市,FL6 豌豆 甜豌豆 ,115.0,115.0,115.0,115.0,12
110/10/31,400 台中市,FL6 豌豆 甜豌豆 ,158.0,158.0,158.0,158.0,24
110/11/02,400 台中市,FL6 豌豆 甜豌豆 ,61.0,19.5,14.0,19.9,416
110/11/03,400 台中市,FL6 豌豆 甜豌豆 ,137.0,137.0,137.0,137.0,30
110/11/04,400 台中市,FL6 豌豆 甜豌豆 ,138.0,136.0,134.0,135.5,78
110/11/05,400 台中市,FL6 豌豆 甜豌豆 ,155.0,148.0,141.0,148.9,61
110/11/07,400 台中市,FL6 豌豆 甜豌豆 ,142.0,142.0,142.0,142.0,14
110/11/09,400 台中市,FL6 豌豆 甜豌豆 ,148.5,137.5,128.5,139.0,152
110/11/10,400 台中市,FL6 豌豆 甜豌豆 ,143.0,143.0,143.0,143.0,60
110/11/12,400 台中市,FL6 豌豆 甜豌豆 ,150.7,125.1,57.3,128.1,218
110/11/13,400 台中市,FL6 豌豆 甜豌豆 ,101.3,11.4,10.0,31.1,470
110/11/14,400 台中市,FL6 豌豆 甜豌豆 ,157.0,131.3,103.0,133.4,121
110/11/16,400 台中市,FL6 豌豆 甜豌豆 ,156.0,140.2,105.3,132.9,279
110/11/17,400 台中市,FL6 豌豆 甜豌豆 ,152.0,142.0,136.5,143.5,117
110/11/18,400 台中市,FL6 豌豆 甜豌豆 ,137.0,132.5,98.0,128.9,194
110/11/19,400 台中市,FL6 豌豆 甜豌豆 ,127.7,102.3,63.0,93.8,284
110/11/20,400 台中市,FL6 豌豆 甜豌豆 ,129.0,105.7,83.5,97.1,137
110/11/21,400 台中市,FL6 豌豆 甜豌豆 ,134.5,130.0,48.5,100.9,85
110/11/23,400 台中市,FL6 豌豆 甜豌豆 ,105.3,73.4,48.7,75.2,217
110/11/24,400 台中市,FL6 豌豆 甜豌豆 ,134.0,98.3,50.0,104.4,94
110/11/25,400 台中市,FL6 豌豆 甜豌豆 ,133.0,90.0,47.0,81.4,60
110/11/26,400 台中市,FL6 豌豆 甜豌豆 ,134.3,93.8,30.3,94.8,167
110/11/27,400 台中市,FL6 豌豆 甜豌豆 ,128.7,117.4,76.0,112.5,202
110/11/28,400 台中市,FL6 豌豆 甜豌豆 ,124.5,104.0,44.0,105.3,126
110/11/30,400 台中市,FL6 豌豆 甜豌豆 ,131.0,109.0,70.0,120.1,166
110/12/01,400 台中市,FL6 豌豆 甜豌豆 ,123.7,109.0,80.7,107.1,187
110/12/02,400 台中市,FL6 豌豆 甜豌豆 ,128.5,111.3,81.0,112.2,120
110/12/03,400 台中市,FL6 豌豆 甜豌豆 ,138.0,111.2,57.5,109.4,120
110/12/04,400 台中市,FL6 豌豆 甜豌豆 ,133.5,115.0,71.0,113.6,94
110/12/05,400 台中市,FL6 豌豆 甜豌豆 ,136.5,119.0,78.0,120.4,92
110/12/07,400 台中市,FL6 豌豆 甜豌豆 ,137.3,117.7,39.7,106.1,153
110/12/08,400 台中市,FL6 豌豆 甜豌豆 ,140.5,117.2,70.0,117.5,158
110/12/10,400 台中市,FL6 豌豆 甜豌豆 ,153.0,117.7,50.5,100.6,158
110/12/11,400 台中市,FL6 豌豆 甜豌豆 ,143.7,120.6,69.0,121.6,223
110/12/12,400 台中市,FL6 豌豆 甜豌豆 ,129.8,112.4,74.5,110.2,302
110/12/14,400 台中市,FL6 豌豆 甜豌豆 ,128.2,107.3,65.5,109.2,474
110/12/15,400 台中市,FL6 豌豆 甜豌豆 ,111.0,92.0,58.6,92.7,413
110/12/16,400 台中市,FL6 豌豆 甜豌豆 ,98.3,82.1,53.0,81.2,548
110/12/17,400 台中市,FL6 豌豆 甜豌豆 ,90.0,75.6,46.3,72.7,441
110/12/18,400 台中市,FL6 豌豆 甜豌豆 ,85.7,70.9,42.7,69.1,880
110/12/19,400 台中市,FL6 豌豆 甜豌豆 ,79.7,59.5,33.7,61.5,535
110/12/21,400 台中市,FL6 豌豆 甜豌豆 ,78.1,60.0,27.7,56.8,559
110/12/22,400 台中市,FL6 豌豆 甜豌豆 ,69.0,47.9,27.8,53.6,364
110/12/23,400 台中市,FL6 豌豆 甜豌豆 ,84.2,51.2,18.2,52.5,387
110/12/24,400 台中市,FL6 豌豆 甜豌豆 ,84.8,60.5,22.5,60.8,586
110/12/25,400 台中市,FL6 豌豆 甜豌豆 ,73.6,53.4,18.5,55.0,885
110/12/26,400 台中市,FL6 豌豆 甜豌豆 ,66.3,56.4,36.4,55.3,835
110/12/28,400 台中市,FL6 豌豆 甜豌豆 ,68.4,58.0,36.6,56.4,662
110/12/29,400 台中市,FL6 豌豆 甜豌豆 ,63.4,54.2,34.4,54.9,587
110/12/30,400 台中市,FL6 豌豆 甜豌豆 ,65.2,49.2,31.9,51.9,989
110/12/31,400 台中市,FL6 豌豆 甜豌豆 ,63.0,54.4,39.3,53.3,753
111/01/01,400 台中市,FL6 豌豆 甜豌豆 ,65.7,56.8,34.5,56.8,663
111/01/02,400 台中市,FL6 豌豆 甜豌豆 ,63.2,53.2,39.8,53.7,309
111/01/04,400 台中市,FL6 豌豆 甜豌豆 ,67.9,55.5,37.4,55.9,869
111/01/05,400 台中市,FL6 豌豆 甜豌豆 ,64.2,49.7,27.2,53.1,924
111/01/06,400 台中市,FL6 豌豆 甜豌豆 ,58.7,49.5,29.8,49.2,670
111/01/07,400 台中市,FL6 豌豆 甜豌豆 ,71.2,53.5,33.8,53.0,511
111/01/08,400 台中市,FL6 豌豆 甜豌豆 ,79.0,58.7,45.2,59.5,373
111/01/09,400 台中市,FL6 豌豆 甜豌豆 ,73.0,62.8,31.1,60.6,490
111/01/11,400 台中市,FL6 豌豆 甜豌豆 ,73.1,63.4,35.2,60.8,809
111/01/12,400 台中市,FL6 豌豆 甜豌豆 ,73.1,58.8,37.7,57.6,1199
111/01/14,400 台中市,FL6 豌豆 甜豌豆 ,66.0,54.0,41.6,53.7,1451
111/01/15,400 台中市,FL6 豌豆 甜豌豆 ,66.7,53.4,37.1,52.0,843
111/01/16,400 台中市,FL6 豌豆 甜豌豆 ,77.0,58.7,30.2,56.2,433
111/01/18,400 台中市,FL6 豌豆 甜豌豆 ,74.8,61.4,33.0,58.8,417
111/01/19,400 台中市,FL6 豌豆 甜豌豆 ,81.2,70.4,43.2,68.7,446
111/01/20,400 台中市,FL6 豌豆 甜豌豆 ,79.5,67.0,36.4,62.2,729
111/01/21,400 台中市,FL6 豌豆 甜豌豆 ,87.0,67.8,34.4,68.0,1159
111/01/22,400 台中市,FL6 豌豆 甜豌豆 ,82.5,58.1,26.7,61.0,1614
111/01/23,400 台中市,FL6 豌豆 甜豌豆 ,71.3,54.6,31.8,53.4,1600
111/01/25,400 台中市,FL6 豌豆 甜豌豆 ,77.7,60.7,40.9,60.5,2218
111/01/26,400 台中市,FL6 豌豆 甜豌豆 ,70.5,57.2,38.7,55.8,2129
111/01/27,400 台中市,FL6 豌豆 甜豌豆 ,73.9,58.6,29.6,59.0,1214
111/01/28,400 台中市,FL6 豌豆 甜豌豆 ,112.2,87.7,48.5,86.5,1035
111/01/29,400 台中市,FL6 豌豆 甜豌豆 ,116.1,89.9,43.6,83.1,1346
111/01/30,400 台中市,FL6 豌豆 甜豌豆 ,109.3,74.6,34.4,76.8,2102
111/01/31,400 台中市,FL6 豌豆 甜豌豆 ,64.2,54.4,36.0,54.6,780
111/02/06,400 台中市,FL6 豌豆 甜豌豆 ,60.7,41.6,18.3,39.9,1937
111/02/07,400 台中市,FL6 豌豆 甜豌豆 ,62.4,42.3,22.6,42.1,987
111/02/08,400 台中市,FL6 豌豆 甜豌豆 ,49.1,37.2,18.1,33.6,2071
111/02/11,400 台中市,FL6 豌豆 甜豌豆 ,50.9,38.8,22.0,37.6,1424
111/02/12,400 台中市,FL6 豌豆 甜豌豆 ,58.8,39.4,20.3,40.8,1051
111/02/13,400 台中市,FL6 豌豆 甜豌豆 ,66.4,49.8,20.2,48.9,961
111/02/14,400 台中市,FL6 豌豆 甜豌豆 ,76.3,61.6,36.2,57.8,599
111/02/15,400 台中市,FL6 豌豆 甜豌豆 ,68.2,51.6,27.9,51.1,1186
111/02/18,400 台中市,FL6 豌豆 甜豌豆 ,71.3,45.5,15.7,42.2,1072
111/02/19,400 台中市,FL6 豌豆 甜豌豆 ,71.0,49.4,23.5,49.8,357
111/02/20,400 台中市,FL6 豌豆 甜豌豆 ,63.8,43.1,20.0,41.7,420
111/02/22,400 台中市,FL6 豌豆 甜豌豆 ,61.7,33.8,20.0,35.5,215
111/02/23,400 台中市,FL6 豌豆 甜豌豆 ,75.5,59.3,21.5,43.5,236
111/02/24,400 台中市,FL6 豌豆 甜豌豆 ,83.0,62.3,33.0,53.4,259
111/02/25,400 台中市,FL6 豌豆 甜豌豆 ,103.0,39.4,5.3,34.7,274
111/02/26,400 台中市,FL6 豌豆 甜豌豆 ,119.7,73.2,8.0,47.9,184
111/02/27,400 台中市,FL6 豌豆 甜豌豆 ,143.0,93.8,13.5,81.5,123
111/03/01,400 台中市,FL6 豌豆 甜豌豆 ,136.2,110.1,70.5,114.0,210
111/03/02,400 台中市,FL6 豌豆 甜豌豆 ,126.0,87.7,44.3,76.6,303
111/03/03,400 台中市,FL6 豌豆 甜豌豆 ,104.7,78.6,40.7,78.1,180
111/03/04,400 台中市,FL6 豌豆 甜豌豆 ,93.2,64.9,36.2,63.5,233
111/03/05,400 台中市,FL6 豌豆 甜豌豆 ,82.7,57.2,40.7,62.5,351
111/03/06,400 台中市,FL6 豌豆 甜豌豆 ,92.3,66.5,44.7,63.9,265
111/03/08,400 台中市,FL6 豌豆 甜豌豆 ,89.0,53.4,34.4,59.4,327
111/03/09,400 台中市,FL6 豌豆 甜豌豆 ,93.2,56.7,27.0,54.8,417
111/03/11,400 台中市,FL6 豌豆 甜豌豆 ,76.8,59.2,32.8,58.2,500
111/03/12,400 台中市,FL6 豌豆 甜豌豆 ,81.6,60.5,38.2,58.3,479
111/03/13,400 台中市,FL6 豌豆 甜豌豆 ,81.2,70.8,54.6,65.8,287
111/03/15,400 台中市,FL6 豌豆 甜豌豆 ,75.8,57.6,37.2,62.4,358
111/03/16,400 台中市,FL6 豌豆 甜豌豆 ,92.7,66.0,44.7,65.2,242
111/03/17,400 台中市,FL6 豌豆 甜豌豆 ,92.0,71.6,35.7,71.2,188
111/03/18,400 台中市,FL6 豌豆 甜豌豆 ,89.7,70.8,38.3,75.5,216
111/03/19,400 台中市,FL6 豌豆 甜豌豆 ,90.0,61.7,45.7,71.9,330
111/03/20,400 台中市,FL6 豌豆 甜豌豆 ,96.0,65.2,30.0,73.5,366
111/03/22,400 台中市,FL6 豌豆 甜豌豆 ,80.0,51.5,34.0,52.2,609
111/03/23,400 台中市,FL6 豌豆 甜豌豆 ,93.2,48.2,15.0,57.1,420
111/03/24,400 台中市,FL6 豌豆 甜豌豆 ,96.5,66.0,49.0,81.2,158
111/03/25,400 台中市,FL6 豌豆 甜豌豆 ,90.5,81.8,63.0,78.6,183
111/03/26,400 台中市,FL6 豌豆 甜豌豆 ,75.6,43.8,15.6,32.8,710
111/03/27,400 台中市,FL6 豌豆 甜豌豆 ,76.2,53.3,15.0,54.1,304
111/03/29,400 台中市,FL6 豌豆 甜豌豆 ,80.8,61.5,27.5,60.5,257
111/03/30,400 台中市,FL6 豌豆 甜豌豆 ,73.5,49.4,33.0,52.3,358
111/03/31,400 台中市,FL6 豌豆 甜豌豆 ,83.5,63.2,48.5,66.7,126
111/04/01,400 台中市,FL6 豌豆 甜豌豆 ,81.3,61.2,51.3,63.5,212
111/04/02,400 台中市,FL6 豌豆 甜豌豆 ,86.0,79.4,55.0,74.8,171
111/04/03,400 台中市,FL6 豌豆 甜豌豆 ,71.0,51.0,34.0,55.1,280
111/04/04,400 台中市,FL6 豌豆 甜豌豆 ,75.0,53.5,28.0,50.8,83
111/04/07,400 台中市,FL6 豌豆 甜豌豆 ,80.0,54.8,27.5,56.2,230
111/04/08,400 台中市,FL6 豌豆 甜豌豆 ,66.5,33.3,25.0,31.4,230
111/04/09,400 台中市,FL6 豌豆 甜豌豆 ,63.0,57.5,43.0,56.0,77
111/04/10,400 台中市,FL6 豌豆 甜豌豆 ,158.0,124.0,72.0,125.6,59
111/04/13,400 台中市,FL6 豌豆 甜豌豆 ,133.0,89.5,54.0,90.3,101
111/04/14,400 台中市,FL6 豌豆 甜豌豆 ,93.0,68.7,27.0,56.0,103
111/04/15,400 台中市,FL6 豌豆 甜豌豆 ,98.0,93.0,88.0,90.1,33
111/04/17,400 台中市,FL6 豌豆 甜豌豆 ,45.0,45.0,40.0,43.1,96
111/04/19,400 台中市,FL6 豌豆 甜豌豆 ,59.0,59.0,59.0,59.0,26
111/04/20,400 台中市,FL6 豌豆 甜豌豆 ,113.0,74.5,56.0,72.3,59
111/04/21,400 台中市,FL6 豌豆 甜豌豆 ,72.0,69.0,66.0,67.7,84
111/04/23,400 台中市,FL6 豌豆 甜豌豆 ,93.0,93.0,93.0,93.0,24
111/04/24,400 台中市,FL6 豌豆 甜豌豆 ,63.0,49.0,35.0,41.5,39
111/04/26,400 台中市,FL6 豌豆 甜豌豆 ,28.0,17.5,10.0,17.4,104
111/04/27,400 台中市,FL6 豌豆 甜豌豆 ,39.0,21.0,3.0,19.9,32
111/04/30,400 台中市,FL6 豌豆 甜豌豆 ,10.0,10.0,10.0,10.0,22
111/05/01,400 台中市,FL6 豌豆 甜豌豆 ,73.0,64.5,56.0,60.9,140
111/05/03,400 台中市,FL6 豌豆 甜豌豆 ,64.5,55.5,25.5,45.9,190
111/05/04,400 台中市,FL6 豌豆 甜豌豆 ,60.0,60.0,60.0,60.0,12
111/05/05,400 台中市,FL6 豌豆 甜豌豆 ,51.0,38.0,25.0,33.7,12
111/05/06,400 台中市,FL6 豌豆 甜豌豆 ,20.0,20.0,20.0,20.0,12
111/05/17,400 台中市,FL6 豌豆 甜豌豆 ,10.0,5.0,5.0,6.4,37
111/10/16,400 台中市,FL6 豌豆 甜豌豆 ,50.0,50.0,50.0,50.0,4
111/10/21,400 台中市,FL6 豌豆 甜豌豆 ,30.0,30.0,30.0,30.0,12
111/10/22,400 台中市,FL6 豌豆 甜豌豆 ,208.0,208.0,208.0,208.0,15
111/10/25,400 台中市,FL6 豌豆 甜豌豆 ,30.0,30.0,30.0,30.0,11
111/10/26,400 台中市,FL6 豌豆 甜豌豆 ,248.0,149.0,50.0,149.0,30
111/10/27,400 台中市,FL6 豌豆 甜豌豆 ,255.0,255.0,30.0,167.2,41
111/10/28,400 台中市,FL6 豌豆 甜豌豆 ,258.0,251.5,245.0,251.5,24
111/10/29,400 台中市,FL6 豌豆 甜豌豆 ,258.0,141.5,40.0,178.1,59
111/10/30,400 台中市,FL6 豌豆 甜豌豆 ,220.0,128.7,30.0,142.7,61
111/11/01,400 台中市,FL6 豌豆 甜豌豆 ,190.0,182.0,80.0,168.9,101
111/11/02,400 台中市,FL6 豌豆 甜豌豆 ,183.0,91.0,65.0,105.0,75
111/11/03,400 台中市,FL6 豌豆 甜豌豆 ,179.7,93.8,67.0,83.2,323
111/11/04,400 台中市,FL6 豌豆 甜豌豆 ,156.0,96.0,36.0,130.7,76
111/11/05,400 台中市,FL6 豌豆 甜豌豆 ,168.0,138.0,50.0,129.7,76
111/11/06,400 台中市,FL6 豌豆 甜豌豆 ,137.0,97.7,40.3,103.3,279
111/11/08,400 台中市,FL6 豌豆 甜豌豆 ,149.5,94.0,53.0,103.0,176
111/11/09,400 台中市,FL6 豌豆 甜豌豆 ,91.5,70.7,44.5,68.6,97
111/11/10,400 台中市,FL6 豌豆 甜豌豆 ,133.0,65.0,36.0,98.8,179
111/11/11,400 台中市,FL6 豌豆 甜豌豆 ,60.0,40.0,40.0,44.7,86
111/11/12,400 台中市,FL6 豌豆 甜豌豆 ,90.0,74.3,30.0,75.4,55
111/11/13,400 台中市,FL6 豌豆 甜豌豆 ,75.0,55.4,8.0,55.9,251
111/11/15,400 台中市,FL6 豌豆 甜豌豆 ,61.0,49.3,35.0,46.0,109
111/11/16,400 台中市,FL6 豌豆 甜豌豆 ,99.0,59.8,35.5,63.4,166
111/11/18,400 台中市,FL6 豌豆 甜豌豆 ,71.5,50.0,9.0,47.2,155
111/11/19,400 台中市,FL6 豌豆 甜豌豆 ,78.0,48.2,18.0,47.8,180
111/11/20,400 台中市,FL6 豌豆 甜豌豆 ,59.3,37.8,30.0,34.4,414
111/11/22,400 台中市,FL6 豌豆 甜豌豆 ,55.8,30.4,20.2,38.8,423
111/11/23,400 台中市,FL6 豌豆 甜豌豆 ,48.5,35.5,16.8,31.3,345
111/11/24,400 台中市,FL6 豌豆 甜豌豆 ,67.0,28.2,15.0,32.6,209
111/11/25,400 台中市,FL6 豌豆 甜豌豆 ,59.0,38.5,22.3,41.6,268
111/11/26,400 台中市,FL6 豌豆 甜豌豆 ,67.0,40.6,12.5,36.3,194
111/11/27,400 台中市,FL6 豌豆 甜豌豆 ,71.8,36.6,26.2,39.8,399
111/11/29,400 台中市,FL6 豌豆 甜豌豆 ,91.0,50.1,29.7,46.6,248
111/11/30,400 台中市,FL6 豌豆 甜豌豆 ,67.7,43.4,21.7,45.6,217
111/12/01,400 台中市,FL6 豌豆 甜豌豆 ,87.0,50.5,35.0,56.9,59
111/12/02,400 台中市,FL6 豌豆 甜豌豆 ,94.0,54.0,28.0,60.6,126
111/12/03,400 台中市,FL6 豌豆 甜豌豆 ,110.7,60.6,30.0,71.1,177
111/12/04,400 台中市,FL6 豌豆 甜豌豆 ,70.5,59.3,49.0,60.2,119
111/12/06,400 台中市,FL6 豌豆 甜豌豆 ,86.5,52.4,11.2,51.6,274
111/12/07,400 台中市,FL6 豌豆 甜豌豆 ,111.3,63.8,24.7,68.5,278
111/12/08,400 台中市,FL6 豌豆 甜豌豆 ,89.0,72.5,53.0,70.2,105
111/12/09,400 台中市,FL6 豌豆 甜豌豆 ,140.5,87.5,68.0,97.8,155
111/12/10,400 台中市,FL6 豌豆 甜豌豆 ,141.2,92.2,59.5,110.5,176
111/12/11,400 台中市,FL6 豌豆 甜豌豆 ,142.0,107.3,51.0,111.3,73
111/12/13,400 台中市,FL6 豌豆 甜豌豆 ,146.5,96.5,53.2,94.6,200
111/12/14,400 台中市,FL6 豌豆 甜豌豆 ,150.0,89.9,40.8,103.1,240
111/12/16,400 台中市,FL6 豌豆 甜豌豆 ,163.0,106.2,36.0,120.4,189
111/12/17,400 台中市,FL6 豌豆 甜豌豆 ,176.0,156.0,57.0,148.3,196
111/12/18,400 台中市,FL6 豌豆 甜豌豆 ,183.0,125.2,52.5,144.3,224
111/12/20,400 台中市,FL6 豌豆 甜豌豆 ,181.0,127.8,70.2,123.5,344
111/12/21,400 台中市,FL6 豌豆 甜豌豆 ,177.5,155.0,99.5,157.7,172
111/12/22,400 台中市,FL6 豌豆 甜豌豆 ,108.0,69.0,25.0,59.3,54
111/12/23,400 台中市,FL6 豌豆 甜豌豆 ,110.0,77.0,74.0,85.0,18
111/12/24,400 台中市,FL6 豌豆 甜豌豆 ,188.0,118.0,25.0,140.1,37
111/12/25,400 台中市,FL6 豌豆 甜豌豆 ,200.0,199.0,168.0,193.9,27
111/12/27,400 台中市,FL6 豌豆 甜豌豆 ,219.0,146.5,62.0,162.8,81
111/12/28,400 台中市,FL6 豌豆 甜豌豆 ,218.7,189.4,171.0,195.3,103
111/12/29,400 台中市,FL6 豌豆 甜豌豆 ,227.0,220.0,200.0,214.2,44
111/12/30,400 台中市,FL6 豌豆 甜豌豆 ,215.0,179.2,125.8,187.3,283
111/12/31,400 台中市,FL6 豌豆 甜豌豆 ,190.0,170.2,97.0,171.8,273
112/01/01,400 台中市,FL6 豌豆 甜豌豆 ,181.3,153.0,116.0,162.4,222
112/01/03,400 台中市,FL6 豌豆 甜豌豆 ,177.4,151.2,104.4,157.8,390
112/01/04,400 台中市,FL6 豌豆 甜豌豆 ,149.5,132.3,80.2,130.4,446
112/01/05,400 台中市,FL6 豌豆 甜豌豆 ,135.2,109.9,61.0,112.7,409
112/01/06,400 台中市,FL6 豌豆 甜豌豆 ,149.2,124.2,76.2,124.8,221
112/01/07,400 台中市,FL6 豌豆 甜豌豆 ,151.0,130.3,61.2,123.3,219
112/01/08,400 台中市,FL6 豌豆 甜豌豆 ,139.2,108.9,67.2,111.3,323
112/01/10,400 台中市,FL6 豌豆 甜豌豆 ,135.2,116.4,68.8,122.5,489
112/01/11,400 台中市,FL6 豌豆 甜豌豆 ,132.6,95.0,64.0,104.2,548
112/01/12,400 台中市,FL6 豌豆 甜豌豆 ,132.2,97.3,50.7,102.3,607
112/01/13,400 台中市,FL6 豌豆 甜豌豆 ,136.7,101.2,65.8,109.4,587
112/01/14,400 台中市,FL6 豌豆 甜豌豆 ,145.8,112.4,62.4,121.6,742
112/01/15,400 台中市,FL6 豌豆 甜豌豆 ,136.0,115.9,73.8,118.8,695
112/01/17,400 台中市,FL6 豌豆 甜豌豆 ,164.6,131.4,77.8,131.6,1429
112/01/18,400 台中市,FL6 豌豆 甜豌豆 ,154.8,116.0,65.7,127.8,1327
112/01/19,400 台中市,FL6 豌豆 甜豌豆 ,145.8,113.9,55.3,119.1,1567
112/01/20,400 台中市,FL6 豌豆 甜豌豆 ,143.4,112.2,64.5,118.5,1657
112/01/21,400 台中市,FL6 豌豆 甜豌豆 ,125.0,120.0,105.0,118.8,432
112/01/27,400 台中市,FL6 豌豆 甜豌豆 ,92.6,61.9,38.6,64.3,889
112/01/28,400 台中市,FL6 豌豆 甜豌豆 ,87.5,59.2,31.3,59.5,1902
112/01/29,400 台中市,FL6 豌豆 甜豌豆 ,74.0,55.2,33.0,59.2,1127
112/01/31,400 台中市,FL6 豌豆 甜豌豆 ,79.6,59.6,37.8,59.9,780
112/02/01,400 台中市,FL6 豌豆 甜豌豆 ,85.7,67.0,43.3,69.6,493
112/02/02,400 台中市,FL6 豌豆 甜豌豆 ,81.2,66.2,30.5,68.4,464
112/02/03,400 台中市,FL6 豌豆 甜豌豆 ,94.0,74.9,28.0,78.3,302
112/02/04,400 台中市,FL6 豌豆 甜豌豆 ,95.0,78.0,50.2,74.9,477
112/02/05,400 台中市,FL6 豌豆 甜豌豆 ,114.3,87.2,37.5,93.3,431
112/02/08,400 台中市,FL6 豌豆 甜豌豆 ,103.8,70.8,33.4,73.9,695
112/02/09,400 台中市,FL6 豌豆 甜豌豆 ,83.3,73.0,51.6,74.2,609
112/02/10,400 台中市,FL6 豌豆 甜豌豆 ,83.7,67.8,38.0,68.2,527
112/02/11,400 台中市,FL6 豌豆 甜豌豆 ,97.2,75.9,38.5,75.8,481
112/02/12,400 台中市,FL6 豌豆 甜豌豆 ,82.0,66.8,26.8,65.2,561
112/02/14,400 台中市,FL6 豌豆 甜豌豆 ,85.8,69.6,43.8,69.9,690
112/02/15,400 台中市,FL6 豌豆 甜豌豆 ,75.1,65.1,44.8,66.4,522
112/02/16,400 台中市,FL6 豌豆 甜豌豆 ,79.6,58.2,24.8,63.2,379
112/02/17,400 台中市,FL6 豌豆 甜豌豆 ,91.4,70.5,50.6,72.9,404
112/02/18,400 台中市,FL6 豌豆 甜豌豆 ,91.0,74.5,54.0,75.1,358
112/02/19,400 台中市,FL6 豌豆 甜豌豆 ,88.0,60.4,19.0,61.8,328
112/02/21,400 台中市,FL6 豌豆 甜豌豆 ,95.2,75.1,46.3,79.6,438
112/02/22,400 台中市,FL6 豌豆 甜豌豆 ,92.0,74.5,50.6,77.9,384
112/02/23,400 台中市,FL6 豌豆 甜豌豆 ,98.5,82.7,65.8,83.5,278
112/02/24,400 台中市,FL6 豌豆 甜豌豆 ,119.0,78.3,54.3,84.2,215
112/02/25,400 台中市,FL6 豌豆 甜豌豆 ,111.8,88.6,49.8,92.8,635
112/02/26,400 台中市,FL6 豌豆 甜豌豆 ,95.9,80.3,51.9,80.1,632
112/02/28,400 台中市,FL6 豌豆 甜豌豆 ,98.2,75.4,52.4,74.1,906
112/03/01,400 台中市,FL6 豌豆 甜豌豆 ,94.2,80.5,58.6,76.6,505
112/03/02,400 台中市,FL6 豌豆 甜豌豆 ,87.1,69.8,48.5,71.1,732
112/03/03,400 台中市,FL6 豌豆 甜豌豆 ,93.5,77.7,47.5,76.6,254
112/03/04,400 台中市,FL6 豌豆 甜豌豆 ,98.6,84.4,44.6,84.1,379
112/03/05,400 台中市,FL6 豌豆 甜豌豆 ,92.0,77.7,51.0,75.6,548
112/03/07,400 台中市,FL6 豌豆 甜豌豆 ,96.7,79.2,61.3,78.8,649
112/03/08,400 台中市,FL6 豌豆 甜豌豆 ,88.0,71.9,46.8,72.1,488
112/03/09,400 台中市,FL6 豌豆 甜豌豆 ,94.3,79.5,57.3,76.3,178
112/03/10,400 台中市,FL6 豌豆 甜豌豆 ,105.3,91.3,61.7,83.6,246
112/03/11,400 台中市,FL6 豌豆 甜豌豆 ,109.8,87.2,59.8,85.4,406
112/03/12,400 台中市,FL6 豌豆 甜豌豆 ,93.0,81.2,54.8,80.8,278
