日期,市場,產品,上價,中價,下價,平均價(元/公斤),交易量(公斤)
104/01/01,400 台中市,FL6 豌豆 甜豌豆 ,82.8,73.9,61.2,73.2,427
104/01/02,400 台中市,FL6 豌豆 甜豌豆 ,89.2,80.3,72.2,80.0,259
104/01/03,400 台中市,FL6 豌豆 甜豌豆 ,86.0,83.6,75.0,80.9,329
104/01/04,400 台中市,FL6 豌豆 甜豌豆 ,88.8,80.1,61.0,77.5,412
104/01/06,400 台中市,FL6 豌豆 甜豌豆 ,78.3,68.1,52.2,66.9,946
104/01/07,400 台中市,FL6 豌豆 甜豌豆 ,66.7,55.4,41.8,56.4,906
104/01/08,400 台中市,FL6 豌豆 甜豌豆 ,60.7,54.4,46.5,54.5,717
104/01/09,400 台中市,FL6 豌豆 甜豌豆 ,60.9,52.4,39.8,52.6,635
104/01/10,400 台中市,FL6 豌豆 甜豌豆 ,56.4,49.1,41.1,48.7,755
104/01/11,400 台中市,FL6 豌豆 甜豌豆 ,45.8,40.8,33.3,40.1,651
104/01/13,400 台中市,FL6 豌豆 甜豌豆 ,48.0,41.0,32.9,41.8,767
104/01/14,400 台中市,FL6 豌豆 甜豌豆 ,43.6,40.2,35.6,40.3,748
104/01/15,400 台中市,FL6 豌豆 甜豌豆 ,46.6,40.5,30.0,39.0,554
104/01/16,400 台中市,FL6 豌豆 甜豌豆 ,48.4,40.2,32.0,40.2,996
104/01/17,400 台中市,FL6 豌豆 甜豌豆 ,45.2,41.4,31.3,40.7,724
104/01/18,400 台中市,FL6 豌豆 甜豌豆 ,42.0,38.0,30.6,37.6,872
104/01/20,400 台中市,FL6 豌豆 甜豌豆 ,41.5,36.0,27.4,36.3,1353
104/01/21,400 台中市,FL6 豌豆 甜豌豆 ,35.4,31.8,26.9,31.5,1040
104/01/22,400 台中市,FL6 豌豆 甜豌豆 ,35.8,32.0,24.4,32.2,684
104/01/23,400 台中市,FL6 豌豆 甜豌豆 ,37.2,33.5,27.2,32.6,666
104/01/24,400 台中市,FL6 豌豆 甜豌豆 ,37.6,32.7,23.6,32.8,800
104/01/25,400 台中市,FL6 豌豆 甜豌豆 ,37.2,33.7,27.8,34.0,679
104/01/27,400 台中市,FL6 豌豆 甜豌豆 ,40.5,37.0,32.6,35.9,972
104/01/28,400 台中市,FL6 豌豆 甜豌豆 ,36.8,34.0,28.6,34.0,1014
104/01/29,400 台中市,FL6 豌豆 甜豌豆 ,38.1,35.4,29.5,34.9,871
104/01/30,400 台中市,FL6 豌豆 甜豌豆 ,37.8,35.4,28.3,34.4,616
104/01/31,400 台中市,FL6 豌豆 甜豌豆 ,40.6,37.3,31.0,37.0,848
104/02/01,400 台中市,FL6 豌豆 甜豌豆 ,38.3,34.7,29.3,34.4,1236
104/02/03,400 台中市,FL6 豌豆 甜豌豆 ,36.7,30.7,24.2,31.1,1582
104/02/04,400 台中市,FL6 豌豆 甜豌豆 ,32.0,29.0,25.2,29.0,892
104/02/05,400 台中市,FL6 豌豆 甜豌豆 ,30.2,28.3,22.8,27.7,1032
104/02/06,400 台中市,FL6 豌豆 甜豌豆 ,39.0,35.3,24.6,33.5,537
104/02/07,400 台中市,FL6 豌豆 甜豌豆 ,42.6,38.2,30.6,37.9,499
104/02/08,400 台中市,FL6 豌豆 甜豌豆 ,53.4,45.4,32.3,42.6,936
104/02/10,400 台中市,FL6 豌豆 甜豌豆 ,69.0,64.2,48.6,63.5,733
104/02/11,400 台中市,FL6 豌豆 甜豌豆 ,80.1,75.8,55.3,72.2,843
104/02/12,400 台中市,FL6 豌豆 甜豌豆 ,85.9,79.2,60.2,75.5,913
104/02/13,400 台中市,FL6 豌豆 甜豌豆 ,79.1,71.0,57.2,70.9,1428
104/02/14,400 台中市,FL6 豌豆 甜豌豆 ,63.5,52.8,39.3,50.7,2626
104/02/15,400 台中市,FL6 豌豆 甜豌豆 ,58.5,50.9,41.4,51.4,1478
104/02/16,400 台中市,FL6 豌豆 甜豌豆 ,58.4,50.6,38.4,50.5,1101
104/02/17,400 台中市,FL6 豌豆 甜豌豆 ,67.8,51.6,34.2,50.7,1549
104/02/18,400 台中市,FL6 豌豆 甜豌豆 ,57.9,45.0,31.7,42.0,1192
104/02/24,400 台中市,FL6 豌豆 甜豌豆 ,25.8,17.1,13.8,17.8,2821
104/02/25,400 台中市,FL6 豌豆 甜豌豆 ,30.5,22.1,12.2,20.4,778
104/02/26,400 台中市,FL6 豌豆 甜豌豆 ,28.5,22.1,8.9,19.9,899
104/02/28,400 台中市,FL6 豌豆 甜豌豆 ,22.9,17.5,13.3,17.4,1392
104/03/01,400 台中市,FL6 豌豆 甜豌豆 ,22.6,17.8,11.8,17.9,625
104/03/03,400 台中市,FL6 豌豆 甜豌豆 ,34.2,23.7,14.5,24.4,617
104/03/04,400 台中市,FL6 豌豆 甜豌豆 ,33.1,23.2,14.6,23.1,907
104/03/05,400 台中市,FL6 豌豆 甜豌豆 ,40.2,28.5,19.7,28.3,727
104/03/06,400 台中市,FL6 豌豆 甜豌豆 ,32.4,27.5,20.6,27.1,675
104/03/10,400 台中市,FL6 豌豆 甜豌豆 ,36.6,27.4,16.0,26.8,1232
104/03/11,400 台中市,FL6 豌豆 甜豌豆 ,30.4,23.2,11.6,21.4,778
104/03/12,400 台中市,FL6 豌豆 甜豌豆 ,41.3,29.4,23.0,29.9,315
104/03/13,400 台中市,FL6 豌豆 甜豌豆 ,41.3,32.7,19.0,33.3,359
104/03/14,400 台中市,FL6 豌豆 甜豌豆 ,53.5,34.2,13.8,34.2,487
104/03/15,400 台中市,FL6 豌豆 甜豌豆 ,47.5,36.4,16.0,34.3,396
104/03/17,400 台中市,FL6 豌豆 甜豌豆 ,47.0,36.0,30.0,36.1,380
104/03/18,400 台中市,FL6 豌豆 甜豌豆 ,40.5,37.5,29.8,36.4,463
104/03/19,400 台中市,FL6 豌豆 甜豌豆 ,40.7,34.0,26.0,33.2,367
104/03/20,400 台中市,FL6 豌豆 甜豌豆 ,42.2,32.1,15.5,32.5,504
104/03/21,400 台中市,FL6 豌豆 甜豌豆 ,47.7,36.3,11.7,35.7,373
104/03/22,400 台中市,FL6 豌豆 甜豌豆 ,45.5,39.8,27.5,34.6,544
104/03/24,400 台中市,FL6 豌豆 甜豌豆 ,41.8,37.6,25.6,37.0,536
104/03/25,400 台中市,FL6 豌豆 甜豌豆 ,47.7,37.6,22.3,36.6,445
104/03/26,400 台中市,FL6 豌豆 甜豌豆 ,49.3,38.4,31.7,39.1,393
104/03/27,400 台中市,FL6 豌豆 甜豌豆 ,47.7,37.0,27.3,36.3,388
104/03/28,400 台中市,FL6 豌豆 甜豌豆 ,46.2,37.8,29.2,38.9,373
104/03/29,400 台中市,FL6 豌豆 甜豌豆 ,46.3,40.4,28.7,37.9,373
104/03/31,400 台中市,FL6 豌豆 甜豌豆 ,53.5,40.6,22.5,36.5,274
104/04/01,400 台中市,FL6 豌豆 甜豌豆 ,60.3,46.6,22.3,46.1,247
104/04/02,400 台中市,FL6 豌豆 甜豌豆 ,58.0,48.7,25.0,45.5,106
104/04/03,400 台中市,FL6 豌豆 甜豌豆 ,60.3,39.8,27.3,40.1,374
104/04/04,400 台中市,FL6 豌豆 甜豌豆 ,64.0,51.7,43.0,53.7,100
104/04/07,400 台中市,FL6 豌豆 甜豌豆 ,48.0,35.5,12.5,34.4,166
104/04/08,400 台中市,FL6 豌豆 甜豌豆 ,39.0,35.0,30.0,35.0,117
104/04/09,400 台中市,FL6 豌豆 甜豌豆 ,62.0,49.5,25.0,49.1,54
104/04/10,400 台中市,FL6 豌豆 甜豌豆 ,47.0,47.0,47.0,47.0,6
104/04/11,400 台中市,FL6 豌豆 甜豌豆 ,68.0,63.0,62.0,65.1,36
104/04/12,400 台中市,FL6 豌豆 甜豌豆 ,54.0,54.0,54.0,54.0,6
104/04/14,400 台中市,FL6 豌豆 甜豌豆 ,81.0,61.7,52.0,63.2,83
104/04/15,400 台中市,FL6 豌豆 甜豌豆 ,97.0,85.0,73.0,84.5,25
104/04/16,400 台中市,FL6 豌豆 甜豌豆 ,81.0,78.5,76.0,78.6,25
104/04/17,400 台中市,FL6 豌豆 甜豌豆 ,45.0,45.0,45.0,45.0,10
104/04/18,400 台中市,FL6 豌豆 甜豌豆 ,106.0,87.5,73.0,88.6,63
104/04/19,400 台中市,FL6 豌豆 甜豌豆 ,106.0,88.0,70.0,86.5,48
104/04/21,400 台中市,FL6 豌豆 甜豌豆 ,95.0,87.0,50.0,85.6,57
104/04/22,400 台中市,FL6 豌豆 甜豌豆 ,98.0,98.0,98.0,98.0,20
104/04/23,400 台中市,FL6 豌豆 甜豌豆 ,83.0,81.5,80.0,80.8,36
104/04/24,400 台中市,FL6 豌豆 甜豌豆 ,102.0,102.0,102.0,102.0,30
104/04/26,400 台中市,FL6 豌豆 甜豌豆 ,86.0,80.5,74.0,83.3,122
104/04/28,400 台中市,FL6 豌豆 甜豌豆 ,90.0,87.0,30.0,83.2,53
104/04/29,400 台中市,FL6 豌豆 甜豌豆 ,106.0,103.0,100.0,101.4,26
104/04/30,400 台中市,FL6 豌豆 甜豌豆 ,35.0,34.5,34.0,34.5,21
104/05/01,400 台中市,FL6 豌豆 甜豌豆 ,112.0,74.5,37.0,105.2,44
104/05/02,400 台中市,FL6 豌豆 甜豌豆 ,128.0,127.0,21.0,76.2,75
104/05/03,400 台中市,FL6 豌豆 甜豌豆 ,81.0,79.0,72.0,78.0,53
104/05/05,400 台中市,FL6 豌豆 甜豌豆 ,117.0,107.0,97.0,99.5,57
104/05/07,400 台中市,FL6 豌豆 甜豌豆 ,77.0,77.0,77.0,77.0,50
104/05/09,400 台中市,FL6 豌豆 甜豌豆 ,73.0,62.0,51.5,58.5,210
104/05/10,400 台中市,FL6 豌豆 甜豌豆 ,40.0,40.0,40.0,40.0,10
104/05/14,400 台中市,FL6 豌豆 甜豌豆 ,67.0,67.0,67.0,67.0,40
104/05/19,400 台中市,FL6 豌豆 甜豌豆 ,27.0,27.0,27.0,27.0,8
104/05/20,400 台中市,FL6 豌豆 甜豌豆 ,15.0,15.0,15.0,15.0,18
104/05/26,400 台中市,FL6 豌豆 甜豌豆 ,76.0,76.0,76.0,76.0,60
104/05/27,400 台中市,FL6 豌豆 甜豌豆 ,86.0,50.5,15.0,38.7,36
104/05/28,400 台中市,FL6 豌豆 甜豌豆 ,87.0,81.5,76.0,84.8,100
104/05/29,400 台中市,FL6 豌豆 甜豌豆 ,86.0,74.0,50.0,56.4,112
104/05/30,400 台中市,FL6 豌豆 甜豌豆 ,90.0,90.0,90.0,90.0,40
104/06/02,400 台中市,FL6 豌豆 甜豌豆 ,88.0,87.5,87.0,87.3,160
104/06/03,400 台中市,FL6 豌豆 甜豌豆 ,86.0,81.3,75.0,80.2,340
104/06/04,400 台中市,FL6 豌豆 甜豌豆 ,78.5,67.0,12.5,66.3,232
104/06/05,400 台中市,FL6 豌豆 甜豌豆 ,77.0,37.5,15.0,56.0,278
104/06/06,400 台中市,FL6 豌豆 甜豌豆 ,58.0,39.0,20.0,56.1,80
104/06/07,400 台中市,FL6 豌豆 甜豌豆 ,58.0,54.5,51.0,55.1,68
104/06/09,400 台中市,FL6 豌豆 甜豌豆 ,73.0,70.5,68.0,70.2,36
104/06/10,400 台中市,FL6 豌豆 甜豌豆 ,68.0,67.5,67.0,67.1,60
104/06/11,400 台中市,FL6 豌豆 甜豌豆 ,77.0,77.0,77.0,77.0,40
104/06/12,400 台中市,FL6 豌豆 甜豌豆 ,62.0,53.0,44.0,58.4,100
104/06/14,400 台中市,FL6 豌豆 甜豌豆 ,92.0,92.0,92.0,92.0,32
104/06/16,400 台中市,FL6 豌豆 甜豌豆 ,94.0,85.3,85.0,87.5,240
104/06/17,400 台中市,FL6 豌豆 甜豌豆 ,88.0,88.0,88.0,88.0,52
104/10/20,400 台中市,FL6 豌豆 甜豌豆 ,91.0,91.0,91.0,91.0,56
104/10/27,400 台中市,FL6 豌豆 甜豌豆 ,50.0,50.0,50.0,50.0,15
104/10/28,400 台中市,FL6 豌豆 甜豌豆 ,75.0,55.0,38.0,60.6,23
104/10/29,400 台中市,FL6 豌豆 甜豌豆 ,90.0,88.0,49.0,78.7,47
104/11/01,400 台中市,FL6 豌豆 甜豌豆 ,101.0,95.0,80.0,91.9,66
104/11/03,400 台中市,FL6 豌豆 甜豌豆 ,85.5,79.2,50.0,73.6,136
104/11/04,400 台中市,FL6 豌豆 甜豌豆 ,48.0,48.0,48.0,48.0,10
104/11/05,400 台中市,FL6 豌豆 甜豌豆 ,76.0,52.0,46.0,63.8,54
104/11/06,400 台中市,FL6 豌豆 甜豌豆 ,62.0,60.6,57.0,60.2,202
104/11/07,400 台中市,FL6 豌豆 甜豌豆 ,63.0,55.5,47.5,54.1,109
104/11/08,400 台中市,FL6 豌豆 甜豌豆 ,45.0,45.0,30.0,41.3,200
104/11/10,400 台中市,FL6 豌豆 甜豌豆 ,86.0,45.0,30.0,54.3,96
104/11/11,400 台中市,FL6 豌豆 甜豌豆 ,78.0,41.3,40.0,50.3,122
104/11/12,400 台中市,FL6 豌豆 甜豌豆 ,90.0,48.0,35.0,60.8,82
104/11/13,400 台中市,FL6 豌豆 甜豌豆 ,90.0,90.0,35.0,79.9,38
104/11/14,400 台中市,FL6 豌豆 甜豌豆 ,83.0,40.0,30.0,51.7,30
104/11/15,400 台中市,FL6 豌豆 甜豌豆 ,52.0,51.0,50.0,51.6,19
104/11/17,400 台中市,FL6 豌豆 甜豌豆 ,90.0,60.0,30.0,57.7,88
104/11/18,400 台中市,FL6 豌豆 甜豌豆 ,46.5,30.0,17.5,31.7,126
104/11/19,400 台中市,FL6 豌豆 甜豌豆 ,64.0,50.5,37.0,57.3,40
104/11/20,400 台中市,FL6 豌豆 甜豌豆 ,66.0,30.0,15.0,31.3,85
104/11/21,400 台中市,FL6 豌豆 甜豌豆 ,59.5,37.2,15.0,35.7,135
104/11/22,400 台中市,FL6 豌豆 甜豌豆 ,40.0,31.0,19.0,31.7,131
104/11/24,400 台中市,FL6 豌豆 甜豌豆 ,52.5,34.7,31.0,39.2,125
104/11/25,400 台中市,FL6 豌豆 甜豌豆 ,15.0,15.0,15.0,15.0,20
104/11/26,400 台中市,FL6 豌豆 甜豌豆 ,50.0,32.5,15.0,36.9,16
104/11/27,400 台中市,FL6 豌豆 甜豌豆 ,76.0,58.7,45.0,53.5,63
104/11/28,400 台中市,FL6 豌豆 甜豌豆 ,58.0,57.0,45.0,52.3,27
104/11/29,400 台中市,FL6 豌豆 甜豌豆 ,47.0,45.0,35.0,42.2,32
104/12/01,400 台中市,FL6 豌豆 甜豌豆 ,83.5,65.0,52.5,64.7,60
104/12/02,400 台中市,FL6 豌豆 甜豌豆 ,78.5,41.2,15.0,26.4,253
104/12/03,400 台中市,FL6 豌豆 甜豌豆 ,80.0,73.3,56.0,69.6,47
104/12/04,400 台中市,FL6 豌豆 甜豌豆 ,96.5,73.8,49.0,75.4,71
104/12/05,400 台中市,FL6 豌豆 甜豌豆 ,101.0,64.4,20.0,57.6,88
104/12/06,400 台中市,FL6 豌豆 甜豌豆 ,113.0,74.6,39.0,79.5,98
104/12/08,400 台中市,FL6 豌豆 甜豌豆 ,101.3,78.6,37.7,71.0,137
104/12/09,400 台中市,FL6 豌豆 甜豌豆 ,101.7,74.4,38.3,74.8,170
104/12/10,400 台中市,FL6 豌豆 甜豌豆 ,78.0,66.4,47.0,66.3,93
104/12/11,400 台中市,FL6 豌豆 甜豌豆 ,99.5,60.0,44.5,74.6,84
104/12/12,400 台中市,FL6 豌豆 甜豌豆 ,93.3,69.3,35.0,69.6,165
104/12/13,400 台中市,FL6 豌豆 甜豌豆 ,95.3,73.0,34.7,72.2,175
104/12/15,400 台中市,FL6 豌豆 甜豌豆 ,93.5,67.0,29.0,64.6,142
104/12/16,400 台中市,FL6 豌豆 甜豌豆 ,91.0,71.0,50.0,71.5,101
104/12/17,400 台中市,FL6 豌豆 甜豌豆 ,92.3,79.7,33.3,77.7,195
104/12/18,400 台中市,FL6 豌豆 甜豌豆 ,89.0,75.5,24.0,70.0,56
104/12/19,400 台中市,FL6 豌豆 甜豌豆 ,91.0,83.9,64.7,77.5,218
104/12/20,400 台中市,FL6 豌豆 甜豌豆 ,83.7,78.9,61.0,77.7,242
104/12/22,400 台中市,FL6 豌豆 甜豌豆 ,87.2,75.9,46.2,75.6,215
104/12/23,400 台中市,FL6 豌豆 甜豌豆 ,78.0,69.0,49.0,68.9,174
104/12/24,400 台中市,FL6 豌豆 甜豌豆 ,65.9,57.8,37.1,57.0,810
104/12/25,400 台中市,FL6 豌豆 甜豌豆 ,64.3,55.0,40.7,55.8,743
104/12/26,400 台中市,FL6 豌豆 甜豌豆 ,61.6,48.6,32.7,49.6,849
104/12/27,400 台中市,FL6 豌豆 甜豌豆 ,51.5,41.8,31.1,41.8,1136
104/12/29,400 台中市,FL6 豌豆 甜豌豆 ,46.5,40.2,26.9,36.5,825
104/12/30,400 台中市,FL6 豌豆 甜豌豆 ,45.2,37.0,21.2,36.6,245
104/12/31,400 台中市,FL6 豌豆 甜豌豆 ,45.6,38.3,26.0,37.3,420
105/01/01,400 台中市,FL6 豌豆 甜豌豆 ,48.2,45.5,42.0,45.8,338
105/01/02,400 台中市,FL6 豌豆 甜豌豆 ,50.8,45.1,34.8,44.5,452
105/01/03,400 台中市,FL6 豌豆 甜豌豆 ,52.0,45.1,32.0,43.3,428
105/01/05,400 台中市,FL6 豌豆 甜豌豆 ,51.4,41.6,24.6,39.5,883
105/01/06,400 台中市,FL6 豌豆 甜豌豆 ,42.6,34.8,17.1,33.5,833
105/01/07,400 台中市,FL6 豌豆 甜豌豆 ,42.1,33.4,14.0,32.1,815
105/01/08,400 台中市,FL6 豌豆 甜豌豆 ,40.8,36.4,21.4,35.0,607
105/01/09,400 台中市,FL6 豌豆 甜豌豆 ,41.1,34.8,21.0,34.3,797
105/01/10,400 台中市,FL6 豌豆 甜豌豆 ,43.2,35.5,28.3,36.5,468
105/01/12,400 台中市,FL6 豌豆 甜豌豆 ,40.6,35.2,27.4,35.6,452
105/01/13,400 台中市,FL6 豌豆 甜豌豆 ,44.8,33.3,22.6,34.0,732
105/01/14,400 台中市,FL6 豌豆 甜豌豆 ,43.2,36.3,26.0,36.0,532
105/01/15,400 台中市,FL6 豌豆 甜豌豆 ,46.0,40.6,30.5,40.8,293
105/01/16,400 台中市,FL6 豌豆 甜豌豆 ,61.0,55.0,49.3,56.0,150
105/01/17,400 台中市,FL6 豌豆 甜豌豆 ,71.0,62.5,49.8,61.6,367
105/01/19,400 台中市,FL6 豌豆 甜豌豆 ,78.0,67.8,40.0,65.5,319
105/01/20,400 台中市,FL6 豌豆 甜豌豆 ,89.3,80.6,73.3,81.4,243
105/01/21,400 台中市,FL6 豌豆 甜豌豆 ,90.2,81.6,49.7,79.7,540
105/01/22,400 台中市,FL6 豌豆 甜豌豆 ,101.3,86.9,37.7,81.6,193
105/01/23,400 台中市,FL6 豌豆 甜豌豆 ,110.5,90.9,33.5,91.7,319
105/01/24,400 台中市,FL6 豌豆 甜豌豆 ,107.8,92.8,69.0,90.3,292
105/01/26,400 台中市,FL6 豌豆 甜豌豆 ,114.2,93.5,66.8,93.9,195
105/01/27,400 台中市,FL6 豌豆 甜豌豆 ,126.3,104.0,50.0,107.5,309
105/01/28,400 台中市,FL6 豌豆 甜豌豆 ,138.5,112.4,49.5,105.1,232
105/01/29,400 台中市,FL6 豌豆 甜豌豆 ,143.7,130.8,110.3,128.9,211
105/01/30,400 台中市,FL6 豌豆 甜豌豆 ,147.2,110.6,78.0,118.4,269
105/01/31,400 台中市,FL6 豌豆 甜豌豆 ,156.0,130.6,76.7,127.1,417
105/02/01,400 台中市,FL6 豌豆 甜豌豆 ,154.7,133.7,108.3,130.4,250
105/02/02,400 台中市,FL6 豌豆 甜豌豆 ,156.2,121.0,54.4,120.0,808
105/02/03,400 台中市,FL6 豌豆 甜豌豆 ,158.7,127.6,69.3,128.5,634
105/02/04,400 台中市,FL6 豌豆 甜豌豆 ,196.5,145.3,49.5,145.3,459
105/02/05,400 台中市,FL6 豌豆 甜豌豆 ,190.2,132.2,59.0,134.7,435
105/02/06,400 台中市,FL6 豌豆 甜豌豆 ,234.1,194.9,77.3,158.6,687
105/02/07,400 台中市,FL6 豌豆 甜豌豆 ,220.0,180.0,50.0,149.8,112
105/02/13,400 台中市,FL6 豌豆 甜豌豆 ,122.9,84.6,51.2,83.4,705
105/02/14,400 台中市,FL6 豌豆 甜豌豆 ,97.6,71.4,31.6,74.3,929
105/02/17,400 台中市,FL6 豌豆 甜豌豆 ,89.9,71.2,35.0,68.1,1093
105/02/18,400 台中市,FL6 豌豆 甜豌豆 ,80.1,72.6,47.0,68.9,639
105/02/19,400 台中市,FL6 豌豆 甜豌豆 ,88.8,64.0,27.5,63.8,593
105/02/20,400 台中市,FL6 豌豆 甜豌豆 ,95.0,82.6,41.6,73.8,602
105/02/21,400 台中市,FL6 豌豆 甜豌豆 ,99.7,83.5,34.7,75.3,755
105/02/25,400 台中市,FL6 豌豆 甜豌豆 ,88.6,71.8,31.9,65.9,1117
105/02/26,400 台中市,FL6 豌豆 甜豌豆 ,88.3,77.4,33.1,71.0,821
105/02/27,400 台中市,FL6 豌豆 甜豌豆 ,80.8,64.8,38.3,63.2,532
105/02/28,400 台中市,FL6 豌豆 甜豌豆 ,86.2,70.4,26.7,67.5,460
105/03/01,400 台中市,FL6 豌豆 甜豌豆 ,86.4,78.0,49.2,74.9,916
105/03/02,400 台中市,FL6 豌豆 甜豌豆 ,83.0,69.3,52.0,69.5,499
105/03/03,400 台中市,FL6 豌豆 甜豌豆 ,89.1,76.6,42.4,67.7,637
105/03/04,400 台中市,FL6 豌豆 甜豌豆 ,83.8,72.9,58.6,73.4,684
105/03/05,400 台中市,FL6 豌豆 甜豌豆 ,79.0,70.5,47.2,70.4,431
105/03/06,400 台中市,FL6 豌豆 甜豌豆 ,79.8,72.9,48.3,70.2,563
105/03/08,400 台中市,FL6 豌豆 甜豌豆 ,77.7,67.9,44.1,67.1,1303
105/03/09,400 台中市,FL6 豌豆 甜豌豆 ,67.3,55.4,32.7,55.1,1192
105/03/10,400 台中市,FL6 豌豆 甜豌豆 ,64.9,46.0,26.5,47.5,1243
105/03/11,400 台中市,FL6 豌豆 甜豌豆 ,51.8,40.6,23.8,42.6,540
105/03/12,400 台中市,FL6 豌豆 甜豌豆 ,61.0,54.6,23.3,49.0,224
105/03/13,400 台中市,FL6 豌豆 甜豌豆 ,71.2,61.3,45.0,60.5,323
105/03/15,400 台中市,FL6 豌豆 甜豌豆 ,78.4,65.1,46.0,64.5,372
105/03/16,400 台中市,FL6 豌豆 甜豌豆 ,85.6,68.5,28.0,63.9,395
105/03/17,400 台中市,FL6 豌豆 甜豌豆 ,92.3,72.8,51.0,79.9,202
105/03/18,400 台中市,FL6 豌豆 甜豌豆 ,102.2,59.2,18.8,62.9,256
105/03/19,400 台中市,FL6 豌豆 甜豌豆 ,114.0,77.0,35.0,84.8,124
105/03/20,400 台中市,FL6 豌豆 甜豌豆 ,101.5,82.5,35.0,81.0,118
105/03/22,400 台中市,FL6 豌豆 甜豌豆 ,117.0,77.4,55.0,84.5,290
105/03/23,400 台中市,FL6 豌豆 甜豌豆 ,102.7,65.4,31.7,67.3,229
105/03/24,400 台中市,FL6 豌豆 甜豌豆 ,110.0,77.5,40.0,76.8,167
105/03/25,400 台中市,FL6 豌豆 甜豌豆 ,115.0,79.3,50.0,78.8,102
105/03/26,400 台中市,FL6 豌豆 甜豌豆 ,142.0,56.7,40.0,68.6,67
105/03/27,400 台中市,FL6 豌豆 甜豌豆 ,168.0,135.0,102.0,133.4,42
105/03/29,400 台中市,FL6 豌豆 甜豌豆 ,150.0,147.5,41.0,131.7,65
105/03/30,400 台中市,FL6 豌豆 甜豌豆 ,184.0,153.3,55.0,158.0,81
105/03/31,400 台中市,FL6 豌豆 甜豌豆 ,180.0,150.0,48.0,147.1,39
105/04/01,400 台中市,FL6 豌豆 甜豌豆 ,175.0,46.3,35.0,100.5,51
105/04/02,400 台中市,FL6 豌豆 甜豌豆 ,190.0,173.0,100.0,155.9,90
105/04/03,400 台中市,FL6 豌豆 甜豌豆 ,166.3,112.0,46.7,104.9,191
105/04/06,400 台中市,FL6 豌豆 甜豌豆 ,110.0,75.8,20.0,74.1,135
105/04/07,400 台中市,FL6 豌豆 甜豌豆 ,83.0,60.0,50.0,60.2,136
105/04/08,400 台中市,FL6 豌豆 甜豌豆 ,76.0,55.3,12.5,45.2,186
105/04/09,400 台中市,FL6 豌豆 甜豌豆 ,91.0,68.0,35.0,64.1,46
105/04/10,400 台中市,FL6 豌豆 甜豌豆 ,79.0,50.0,30.0,52.4,116
105/04/12,400 台中市,FL6 豌豆 甜豌豆 ,96.0,72.0,60.0,74.3,41
105/04/13,400 台中市,FL6 豌豆 甜豌豆 ,93.5,60.0,40.0,66.8,113
105/04/14,400 台中市,FL6 豌豆 甜豌豆 ,64.0,33.3,27.5,43.2,91
105/04/15,400 台中市,FL6 豌豆 甜豌豆 ,94.0,64.7,48.0,60.8,81
105/04/16,400 台中市,FL6 豌豆 甜豌豆 ,55.0,41.0,30.0,45.6,90
105/04/17,400 台中市,FL6 豌豆 甜豌豆 ,57.0,39.0,30.0,44.8,91
105/04/19,400 台中市,FL6 豌豆 甜豌豆 ,61.0,45.0,30.0,40.4,76
105/04/21,400 台中市,FL6 豌豆 甜豌豆 ,97.0,85.0,80.0,86.7,37
105/04/22,400 台中市,FL6 豌豆 甜豌豆 ,103.0,103.0,103.0,103.0,11
105/04/23,400 台中市,FL6 豌豆 甜豌豆 ,81.0,70.0,25.0,62.0,55
105/04/24,400 台中市,FL6 豌豆 甜豌豆 ,70.0,70.0,70.0,70.0,11
105/04/26,400 台中市,FL6 豌豆 甜豌豆 ,65.0,60.0,38.0,56.2,46
105/04/27,400 台中市,FL6 豌豆 甜豌豆 ,25.0,25.0,25.0,25.0,24
105/04/28,400 台中市,FL6 豌豆 甜豌豆 ,81.0,81.0,81.0,81.0,26
105/04/29,400 台中市,FL6 豌豆 甜豌豆 ,78.0,78.0,78.0,78.0,10
105/05/01,400 台中市,FL6 豌豆 甜豌豆 ,86.0,82.0,80.0,82.7,29
105/05/03,400 台中市,FL6 豌豆 甜豌豆 ,85.0,85.0,85.0,85.0,22
105/05/05,400 台中市,FL6 豌豆 甜豌豆 ,70.0,70.0,65.0,69.2,55
105/05/06,400 台中市,FL6 豌豆 甜豌豆 ,65.0,65.0,65.0,65.0,12
105/05/08,400 台中市,FL6 豌豆 甜豌豆 ,75.0,67.5,60.0,67.5,48
105/05/10,400 台中市,FL6 豌豆 甜豌豆 ,50.0,41.0,32.0,43.2,29
105/05/12,400 台中市,FL6 豌豆 甜豌豆 ,70.0,62.5,55.0,63.0,15
105/05/14,400 台中市,FL6 豌豆 甜豌豆 ,68.0,68.0,68.0,68.0,8
105/05/17,400 台中市,FL6 豌豆 甜豌豆 ,45.0,45.0,45.0,45.0,6
105/06/08,400 台中市,FL6 豌豆 甜豌豆 ,79.0,79.0,79.0,79.0,120
105/11/08,400 台中市,FL6 豌豆 甜豌豆 ,107.0,107.0,107.0,107.0,9
105/11/20,400 台中市,FL6 豌豆 甜豌豆 ,155.0,155.0,155.0,155.0,11
105/11/22,400 台中市,FL6 豌豆 甜豌豆 ,155.0,140.0,95.0,129.5,30
105/11/23,400 台中市,FL6 豌豆 甜豌豆 ,70.0,70.0,65.0,68.7,114
105/11/25,400 台中市,FL6 豌豆 甜豌豆 ,132.0,112.0,103.0,115.5,39
105/11/26,400 台中市,FL6 豌豆 甜豌豆 ,118.5,80.0,73.0,89.1,91
